cyear,year,country,ccode,abbrev,mideast,coldwar,opec_me,warsaw,civwar,us_s3un,cap,majpow,milper,def_eff,pop,rgdpc_k,rgdp,otherallies,polity2,us_indally,mid2,us_indexmilperpop1995,us_SH1995,us_indexreltradep1995,us_indexexchangerate1995,us_EH1995
3601960,1960,Romania,360,ROM,0,1,0,1,0,-0.48148149251937866,0.006829999852925539,0,227,0.07669732719659805,18403,1038.489990234375,19111.33203125,7,-7,0,0,5.550633795792237e-5,2.7753168978961185e-5,0,0,0
3601961,1961,Romania,360,ROM,0,1,0,1,0,-0.3679245412349701,0.0077320002019405365,0,312,0.06758598238229752,18567,1153.9200439453125,21424.833984375,7,-7,0,0,7.335474219871685e-5,3.6677371099358425e-5,0,0,0
3601962,1962,Romania,360,ROM,0,1,0,1,0,-0.43939393758773804,0.0076939999125897884,0,304,0.0719543844461441,18681,1161.9300537109375,21706.015625,7,-7,0,0,9.11338793230243e-5,4.556693966151215e-5,0,0,0
3601963,1963,Romania,360,ROM,0,1,0,1,0,-0.3125,0.007164999842643738,0,250,0.06676740944385529,18813,1289.7900390625,24264.8203125,7,-7,0,0,9.049444634001702e-5,4.524722317000851e-5,0,0,0
3601964,1964,Romania,360,ROM,0,1,0,1,0,NA,0.0070870001800358295,0,250,0.0664578303694725,18927,1321.6199951171875,25014.30078125,7,-7,0,0,7.195950456662104e-5,3.597975228331052e-5,0,0,0
3601965,1965,Romania,360,ROM,0,1,0,1,0,-0.2142857164144516,0.007333999965339899,0,258,0.06456135213375092,19027,1504.1199951171875,28618.890625,7,-7,0,0,1.789532689144835e-5,8.947663445724174e-6,0,0,0
3601966,1966,Romania,360,ROM,0,1,0,1,0,-0.2777777910232544,0.006787999998778105,0,212,0.06393448263406754,19141,1552.47998046875,29716.01953125,7,-7,0,0,3.557749369065277e-5,1.7788746845326386e-5,0,0,0
3601967,1967,Romania,360,ROM,0,1,0,1,0,-0.20000000298023224,0.006690000183880329,0,190,0.0596044659614563,19285,1712.6800537109375,33029.03515625,7,-7,0,0,1.235914241988212e-4,6.17957120994106e-5,0,0,0
3601968,1968,Romania,360,ROM,0,1,0,1,0,-0.3461538553237915,0.006819000001996756,0,190,0.06601075828075409,19721,1790.8800048828125,35317.9453125,7,-7,0,0,1.2085901835234836e-4,6.042950917617418e-5,0,0,0
3601969,1969,Romania,360,ROM,0,1,0,1,0,-0.09090909361839294,0.006936999969184399,0,190,0.06452718377113342,20010,1897.530029296875,37969.57421875,6,-7,0,0,1.1911347246496007e-4,5.9556736232480034e-5,0,0,0
3601970,1970,Romania,360,ROM,0,1,0,1,0,-0.35820895433425903,0.007236999925225973,0,211,0.06628073006868362,20253,2055.929931640625,41638.75,6,-7,0,0,1.3449638208840042e-4,6.724819104420021e-5,0,0,0
3601971,1971,Romania,360,ROM,0,1,0,1,0,0.0555555559694767,0.008090999908745289,0,218,0.12291506677865982,20470,2216.239990234375,45366.43359375,6,-7,0,1,1.8297207134310156e-4,9.148603567155078e-5,0,0,0
3601972,1972,Romania,360,ROM,0,1,0,1,0,0.11009174585342407,0.008084000088274479,0,218,0.11825675517320633,20663,2395.75,49503.3828125,6,-7,0,0,1.977414940483868e-4,9.88707470241934e-5,0,0,0
3601973,1973,Romania,360,ROM,0,1,0,1,0,0.06382978707551956,0.00787699967622757,0,192,0.1106807067990303,20828,2636.679931640625,54916.76953125,6,-7,0,0,1.9617499492596835e-4,9.808749746298417e-5,0,0,0
3601974,1974,Romania,360,ROM,0,1,0,1,0,0.03947368264198303,0.008201000280678272,0,218,0.10433555394411087,21029,2720.5400390625,57210.23828125,6,-7,0,0,2.1049156202934682e-4,1.0524578101467341e-4,0,0,0
3601975,1975,Romania,360,ROM,0,1,0,1,0,0,0.008763999678194523,0,220,0.09318647533655167,21245,3077.68994140625,65385.5234375,6,-7,0,0,2.0835147006437182e-4,1.0417573503218591e-4,0,0,0
3601976,1976,Romania,360,ROM,0,1,0,1,0,-0.14606741070747375,0.009057999588549137,0,220,0.08541987836360931,21446,3444.97998046875,73881.0390625,6,-7,0,0,7.938412454677746e-5,3.969206227338873e-5,0,0,0
3601977,1977,Romania,360,ROM,0,1,0,1,0,0.2142857164144516,0.009115000255405903,0,208,0.08230052888393402,21658,3492.639892578125,75643.59375,6,-8,0,0,1.7293555720243603e-4,8.646777860121801e-5,0,0,0
3601978,1978,Romania,360,ROM,0,1,0,1,0,0.28703704476356506,0.009085999801754951,0,209,0.07756102830171585,21855,3718.010009765625,81257.109375,6,-8,0,0,2.0253611728549004e-4,1.0126805864274502e-4,0,0,0
3601979,1979,Romania,360,ROM,0,1,0,1,0,-0.10204081982374191,0.009058999828994274,0,210,0.07448053359985352,22048,3641.52001953125,80288.234375,6,-8,0,0,2.470931794960052e-4,1.235465897480026e-4,0,0,0
3601980,1980,Romania,360,ROM,0,1,0,1,0,-0.17475728690624237,0.009091000072658062,0,211,0.06394869834184647,22201,2130.340087890625,47295.6796875,6,-8,0,0,1.9937963224947453e-4,9.968981612473726e-5,0,0,0
3601981,1981,Romania,360,ROM,0,1,0,1,0,-0.3208955228328705,0.009058999828994274,0,212,0.06430429965257645,22353,2601.14990234375,58143.50390625,6,-8,0,0,1.9802384485956281e-4,9.901192242978141e-5,0,0,0
3601982,1982,Romania,360,ROM,0,1,0,1,0,-0.40625,0.009437000378966331,0,213,0.07067769020795822,22478,3568.800048828125,80219.484375,6,-8,0,0,1.9692264322657138e-4,9.846132161328569e-5,0,0,0
3601983,1983,Romania,360,ROM,0,1,0,1,0,-0.43624159693717957,0.00940299965441227,0,232,0.06958980113267899,22553,4856.75,109534.28125,6,-8,0,0,1.962677633855492e-4,9.81338816927746e-5,0,0,0
3601984,1984,Romania,360,ROM,0,1,0,1,0,-0.4900662302970886,0.009391999803483486,0,236,0.06360616534948349,22625,4872.5498046875,110241.4375,6,-8,0,0,2.1069265494588763e-4,1.0534632747294381e-4,0,0,0
3601985,1985,Romania,360,ROM,0,1,0,1,0,-0.37419354915618896,0.008410000242292881,0,237,0.015900878235697746,22725,5767.35009765625,131063.03125,6,-8,0,0,1.9478226022329181e-4,9.739113011164591e-5,0,0,0
3601986,1986,Romania,360,ROM,0,1,0,1,0,-0.4000000059604645,0.008522000163793564,0,238,0.01489223726093769,23049.560546875,5774.10986328125,133090.6875,6,-8,0,0,1.7726726946420968e-4,8.863363473210484e-5,0,0,0
3601987,1987,Romania,360,ROM,0,1,0,1,0,-0.4225352108478546,0.008345999754965305,0,248,0.012571539729833603,23049.560546875,5570.18994140625,128390.4296875,6,-8,0,1,2.363563544349745e-4,1.1817817721748725e-4,0,0,0
3601988,1988,Romania,360,ROM,0,1,0,1,0,-0.46043166518211365,0.007956000044941902,0,220,0.007660453673452139,23049.560546875,5643.8701171875,130088.7265625,6,-8,0,1,1.920395443448797e-4,9.601977217243984e-5,0,0,0
3601989,1989,Romania,360,ROM,0,1,0,1,1,-0.470085471868515,0.008144999854266644,0,207,0.019411839544773102,23152,5334.5498046875,123505.5,6,-2,0,0,2.0589673658832908e-4,1.0294836829416454e-4,0,0,0
3601990,1990,Romania,360,ROM,0,1,0,1,0,0,0.0059980000369250774,0,126,0.01539792213588953,23207,4791.8798828125,111205.15625,0,5,0,0,2.2008083760738373e-4,1.1004041880369186e-4,0,0,0
3601991,1991,Romania,360,ROM,0,1,0,1,0,0.18918919563293457,0.005781000014394522,0,201,0.012069053947925568,23185,4326.759765625,100315.921875,0,5,0,0,1.6154574404936284e-4,8.077287202468142e-5,0,0,0
3601992,1992,Romania,360,ROM,0,0,0,0,0,0.1733333319425583,0.005435999948531389,0,172,0.01937141828238964,22789,4030.2099609375,91844.453125,0,5,0,0,1.942352537298575e-4,9.711762686492875e-5,0,0,0
3601993,1993,Romania,360,ROM,0,0,0,0,0,0.26153847575187683,0.005557000171393156,0,200,0.00895322673022747,22755,4111.83984375,93564.9140625,0,5,0,1,1.7956197552848607e-4,8.978098776424304e-5,0,0,0
3601994,1994,Romania,360,ROM,0,0,0,0,0,0.23529411852359772,0.0053519997745752335,0,200,0.007325850427150726,22731,4356.3701171875,99024.6484375,0,5,0,0,1.9473084830679e-4,9.7365424153395e-5,0,0,0
3601995,1995,Romania,360,ROM,0,0,0,0,0,0.08860759437084198,0.005506000015884638,0,200,0.00818064995110035,22681,4728.9599609375,107257.5390625,0,5,0,0,1.8014780653174967e-4,9.007390326587483e-5,0,0,0
3601996,1996,Romania,360,ROM,0,0,0,0,0,0.2763157784938812,0.0053170002065598965,0,200,0.006762942764908075,22608,4983.759765625,112672.84375,0,8,0,0,1.8072951934300363e-4,9.036475967150182e-5,0,0,0
3601997,1997,Romania,360,ROM,0,0,0,0,0,0.17142857611179352,0.005284000188112259,0,200,0.007344275247305632,22554,4639.64013671875,104642.4453125,0,8,0,1,1.811622059904039e-4,9.058110299520195e-5,0,0,0
3601998,1998,Romania,360,ROM,0,0,0,0,0,0.14516128599643707,0.005239000078290701,0,200,0.00829408597201109,22503,4428.77978515625,99660.828125,0,8,0,0,1.3617960212286562e-4,6.808980106143281e-5,0,0,0
3601999,1999,Romania,360,ROM,0,0,0,0,0,0.14705882966518402,0.0044570001773536205,0,170,0.005609439220279455,22457.990234375,4334.72021484375,97349.1015625,0,8,0,0,2.8806645423173904e-4,1.4403322711586952e-4,0,0,0
3602000,2000,Romania,360,ROM,0,0,0,0,0,0.10447761416435242,0.0047969999723136425,0,207,0.008340513333678246,22435,4285.27001953125,96140.03125,0,8,0,1,1.973000616999343e-4,9.865003084996715e-5,0,0,0
3641950,1950,Russia,365,RUS,0,1,0,0,0,-0.46000000834465027,0.18059800565242767,1,4300,0.12736520171165466,214400,3252.72998046875,697385.3125,10,-9,0,1,7.146570715121925e-5,3.5732853575609624e-5,NA,NA,NA
3641951,1951,Russia,365,RUS,0,1,0,0,0,-0.7142857313156128,0.17316299676895142,1,5000,0.15414001047611237,214400,3252.72998046875,697385.3125,9,-9,0,1,6.670132279396057e-5,3.3350661396980286e-5,NA,NA,NA
3641952,1952,Russia,365,RUS,0,1,0,0,0,-0.4285714328289032,0.17019900679588318,1,5800,0.16528739035129547,214400,3252.72998046875,697385.3125,9,-9,0,1,6.670132279396057e-5,3.3350661396980286e-5,NA,NA,NA
3641953,1953,Russia,365,RUS,0,1,0,0,0,-0.19230769574642181,0.17312200367450714,1,5800,0.19020037353038788,214400,3252.72998046875,697385.3125,9,-7,0,1,6.0348818806232885e-5,3.0174409403116442e-5,NA,NA,NA
3641954,1954,Russia,365,RUS,0,1,0,0,0,-0.09677419066429138,0.18452900648117065,1,5800,0.2071203738451004,214400,3252.72998046875,697385.3125,9,-7,0,1,6.511319952551275e-5,3.255659976275638e-5,NA,NA,NA
3641955,1955,Russia,365,RUS,0,1,0,1,0,-0.027027027681469917,0.1791660040616989,1,5800,0.2142917960882187,214400,3252.72998046875,697385.3125,11,-7,0,1,7.46419609640725e-5,3.732098048203625e-5,NA,NA,NA
3641956,1956,Russia,365,RUS,0,1,0,1,0,-0.30612245202064514,0.1702450066804886,1,5100,0.18761508166790009,214400,3252.72998046875,697385.3125,9,-7,0,1,6.8289453338366e-5,3.4144726669183e-5,NA,NA,NA
3641957,1957,Russia,365,RUS,0,1,0,1,0,-0.21153846383094788,0.16735899448394775,1,4500,0.18754687905311584,214400,3252.72998046875,697385.3125,9,-7,0,1,7.623008423252031e-5,3.8115042116260156e-5,NA,NA,NA
3641958,1958,Russia,365,RUS,0,1,0,1,0,-0.19354838132858276,0.17107799649238586,1,3900,0.2003605216741562,214400,3252.72998046875,697385.3125,9,-7,0,1,7.146570715121925e-5,3.5732853575609624e-5,NA,NA,NA
3641959,1959,Russia,365,RUS,0,1,0,1,0,-0.4285714328289032,0.17135299742221832,1,3600,0.22599396109580994,214400,3252.72998046875,697385.3125,9,-7,0,1,7.146570715121925e-5,3.5732853575609624e-5,NA,NA,NA
3641960,1960,Russia,365,RUS,0,1,0,1,0,-0.5,0.17195899784564972,1,3600,0.2572958171367645,214400,3252.72998046875,697385.3125,9,-7,0,1,7.46419609640725e-5,3.732098048203625e-5,NA,NA,NA
3641961,1961,Russia,365,RUS,0,1,0,1,0,-0.349056601524353,0.17393900454044342,1,3000,0.28143876791000366,217896,3449.489990234375,751630.0625,10,-7,0,1,6.719379598507658e-5,3.359689799253829e-5,NA,NA,NA
3641962,1962,Russia,365,RUS,0,1,0,1,0,-0.43939393758773804,0.1765259951353073,1,3000,0.2997053265571594,221449,3604.18994140625,798144.25,10,-7,0,1,7.534115866292268e-5,3.767057933146134e-5,NA,NA,NA
3641963,1963,Russia,365,RUS,0,1,0,1,0,-0.34375,0.17147700488567352,1,3110,0.27191823720932007,225060,3638.1201171875,818795.3125,10,-7,0,1,8.018396329134703e-5,4.0091981645673513e-5,NA,NA,NA
3641964,1964,Russia,365,RUS,0,1,0,1,0,NA,0.1677049994468689,1,3110,0.24943110346794128,227571,3872.8798828125,881355.125,10,-7,0,1,7.48105812817812e-5,3.74052906408906e-5,NA,NA,NA
3641965,1965,Russia,365,RUS,0,1,0,1,0,-0.190476194024086,0.1647689938545227,1,2780,0.22410903871059418,230109,4137.490234375,952073.75,10,-7,0,1,3.8472437154268846e-5,1.9236218577134423e-5,NA,NA,NA
3641966,1966,Russia,365,RUS,0,1,0,1,0,-0.2777777910232544,0.16654600203037262,1,3800,0.21072058379650116,232676,4406.18017578125,1025212.375,10,-7,0,1,3.9511374779976904e-5,1.9755687389988452e-5,NA,NA,NA
3641967,1967,Russia,365,RUS,0,1,0,1,0,-0.3272727131843567,0.16697899997234344,1,3900,0.20617608726024628,235272,4687.080078125,1102738.75,10,-7,0,1,3.907540303771384e-5,1.953770151885692e-5,NA,NA,NA
3641968,1968,Russia,365,RUS,0,1,0,1,0,-0.38461539149284363,0.17010800540447235,1,4100,0.21808837354183197,237896,5061.60986328125,1204136.75,10,-7,0,1,3.8644400774501264e-5,1.9322200387250632e-5,NA,NA,NA
3641969,1969,Russia,365,RUS,0,1,0,1,0,-0.09090909361839294,0.16961100697517395,1,4200,0.21947699785232544,240550,5167.4599609375,1243032.5,9,-7,0,1,4.246448224876076e-5,2.123224112438038e-5,NA,NA,NA
3641970,1970,Russia,365,RUS,0,1,0,1,0,-0.43283581733703613,0.17027300596237183,1,4300,0.21544474363327026,242770,5547.419921875,1346747.125,9,-7,0,1,4.2076171666849405e-5,2.1038085833424702e-5,NA,NA,NA
3641971,1971,Russia,365,RUS,0,1,0,1,0,-0.0714285746216774,0.17147600650787354,1,3900,0.20788896083831787,244956,5809.31982421875,1423027.75,9,-7,0,1,5.421088280854747e-5,2.7105441404273733e-5,NA,NA,NA
3641972,1972,Russia,365,RUS,0,1,0,1,0,0.12844036519527435,0.16989199817180634,1,4000,0.20459792017936707,247162,6010.14990234375,1485480.625,9,-7,0,1,5.0971801101695746e-5,2.5485900550847873e-5,NA,NA,NA
3641973,1973,Russia,365,RUS,0,1,0,1,0,0.010638297535479069,0.1665550023317337,1,4000,0.1921403408050537,249388,6476.9599609375,1615276.125,9,-7,0,1,5.870875611435622e-5,2.935437805717811e-5,NA,NA,NA
3641974,1974,Russia,365,RUS,0,1,0,1,0,0.09210526198148727,0.16686399281024933,1,4100,0.18535250425338745,251634,6771.43017578125,1703922,9,-7,0,1,5.9537873312365264e-5,2.9768936656182632e-5,NA,NA,NA
3641975,1975,Russia,365,RUS,0,1,0,1,0,-0.12857143580913544,0.17397400736808777,1,4100,0.18839144706726074,253900,7048.259765625,1789553.125,9,-7,0,1,5.364228127291426e-5,2.682114063645713e-5,NA,NA,NA
3641976,1976,Russia,365,RUS,0,1,0,1,0,-0.07865168899297714,0.17547200620174408,1,4200,0.18082280457019806,256186,7382.080078125,1891185.625,9,-7,0,1,3.455635305726901e-5,1.7278176528634503e-5,NA,NA,NA
3641977,1977,Russia,365,RUS,0,1,0,1,0,0.010204081423580647,0.1730549931526184,1,3900,0.17435507476329803,258493,7679.259765625,1985034.875,9,-7,0,1,4.0834089304553345e-5,2.0417044652276672e-5,NA,NA,NA
3641978,1978,Russia,365,RUS,0,1,0,1,0,-0.018518518656492233,0.1700969934463501,1,3900,0.168996661901474,260821,7971.02001953125,2079009.375,9,-7,0,1,4.438602991285734e-5,2.219301495642867e-5,NA,NA,NA
3641979,1979,Russia,365,RUS,0,1,0,1,0,-0.20408163964748383,0.16657300293445587,1,3900,0.16625389456748962,263170,8068.72021484375,2123445,9,-7,0,1,5.3046584071125835e-5,2.6523292035562918e-5,NA,NA,NA
3641980,1980,Russia,365,RUS,0,1,0,1,0,-0.3786407709121704,0.16774900257587433,1,3900,0.15992985665798187,265540,8303.48046875,2204906.25,9,-7,0,1,6.154903530841693e-5,3.0774517654208466e-5,NA,NA,NA
3641981,1981,Russia,365,RUS,0,1,0,1,0,-0.43283581733703613,0.16877900063991547,1,3900,0.15516716241836548,267720,8549.099609375,2288765,9,-7,0,1,5.0873204600065947e-5,2.5436602300032973e-5,NA,NA,NA
3641982,1982,Russia,365,RUS,0,1,0,1,0,-0.42500001192092896,0.17067299783229828,1,3900,0.14950858056545258,270142,8819.1396484375,2382420,9,-7,0,1,6.68026550556533e-5,3.340132752782665e-5,NA,NA,NA
3641983,1983,Russia,365,RUS,0,1,0,1,0,-0.5100671052932739,0.17144200205802917,1,3900,0.14587907493114471,272586,9142.1103515625,2492011.25,9,-7,0,1,6.745282735209912e-5,3.372641367604956e-5,NA,NA,NA
3641984,1984,Russia,365,RUS,0,1,0,1,0,-0.5231788158416748,0.16914300620555878,1,3900,0.14368540048599243,275052,9425.7197265625,2592563,9,-7,0,1,6.313429184956476e-5,3.156714592478238e-5,NA,NA,NA
3641985,1985,Russia,365,RUS,0,1,0,1,0,-0.44516128301620483,0.17492300271987915,1,3900,0.14056578278541565,277540,9565.490234375,2654806.25,9,-7,0,1,6.992930866545066e-5,3.496465433272533e-5,NA,NA,NA
3641986,1986,Russia,365,RUS,0,1,0,1,0,-0.4193548262119293,0.17375199496746063,1,3900,0.14067065715789795,280029,9744.6201171875,2728776.25,9,-7,0,1,7.295552495634183e-5,3.6477762478170916e-5,NA,NA,NA
3641987,1987,Russia,365,RUS,0,1,0,1,0,-0.4507042169570923,0.17252500355243683,1,3900,0.13991057872772217,282540,9872.169921875,2789283,9,-7,0,1,5.784572567790747e-5,2.8922862838953733e-5,NA,NA,NA
3641988,1988,Russia,365,RUS,0,1,0,1,0,-0.5035971403121948,0.17006400227546692,1,3900,0.13445249199867249,285074,10334.91015625,2946214.25,9,-6,0,1,6.449798092944548e-5,3.224899046472274e-5,NA,NA,NA
3641989,1989,Russia,365,RUS,0,1,0,1,0,-0.5641025900840759,0.13649100065231323,1,3700,0.04729563742876053,287630,10504.5400390625,3021420.75,9,-4,0,0,6.392482464434579e-5,3.1962412322172895e-5,NA,NA,NA
3641990,1990,Russia,365,RUS,0,1,0,1,0,-0.44186046719551086,0.12826600670814514,1,3400,0.06810023635625839,218127,9848.6201171875,2148250,5,0,0,0,9.053750545717776e-5,4.526875272858888e-5,NA,NA,NA
3641991,1991,Russia,365,RUS,0,1,0,1,0,-0.013513513840734959,0.10175400227308273,1,3000,0.10508943349123001,148624,9192.6904296875,1366254.375,5,0,0,0,1.2829479237552732e-4,6.414739618776366e-5,NA,NA,NA
3651992,1992,Russia,365,RUS,0,0,0,0,0,0.14666666090488434,0.06594999879598618,1,1900,0.03747926279902458,148688.984375,8664.5595703125,1288324.625,0,6,0,1,1.3510865392163396e-4,6.755432696081698e-5,NA,0,NA
3651993,1993,Russia,365,RUS,0,0,0,0,0,0.2461538463830948,0.05701399967074394,1,1500,0.02338726818561554,148520,8672.98046875,1288111,0,4,0,1,1.6048079123720527e-4,8.024039561860263e-5,NA,0,NA
3651994,1994,Russia,365,RUS,0,0,0,0,1,0.20588235557079315,0.06617700308561325,1,1400,0.08691511303186417,148336,7695.1298828125,1141464.75,0,4,0,1,1.1477132647996768e-4,5.738566323998384e-5,NA,0,NA
3651995,1995,Russia,365,RUS,0,0,0,0,1,0.10126582533121109,0.0634709969162941,1,1400,0.07830628752708435,148140.984375,7175.33984375,1062961.875,0,4,0,1,1.3790689990855753e-4,6.895344995427877e-5,NA,0,NA
3651996,1996,Russia,365,RUS,0,0,0,0,1,0.06578947603702545,0.05920799821615219,1,1300,0.07047001272439957,147739.015625,7106.7900390625,1049950.125,0,4,0,1,1.705479371594265e-4,8.527396857971326e-5,NA,0,NA
3651997,1997,Russia,365,RUS,0,0,0,0,0,-0.02857142873108387,0.05677099898457527,1,1300,0.05953393131494522,147304,7149.259765625,1053114.5,0,4,0,1,1.5718255599495023e-4,7.859127799747512e-5,NA,0,NA
3651998,1998,Russia,365,RUS,0,0,0,0,0,-0.09677419066429138,0.05227399989962578,1,1000,0.05485868826508522,146899.015625,6947.72998046875,1020614.6875,0,4,0,1,1.2980130850337446e-4,6.490065425168723e-5,NA,0,NA
3651999,1999,Russia,365,RUS,0,0,0,0,0,-0.13235294818878174,0.05252299830317497,1,900,0.0480785071849823,146308.984375,7189.35986328125,1051868,0,4,0,1,2.047960733762011e-4,1.0239803668810055e-4,NA,0,NA
3652000,2000,Russia,365,RUS,0,0,0,0,0,-0.16417910158634186,0.05266299843788147,1,1004,0.03573993965983391,145555.015625,8009.2099609375,1165780.625,0,7,0,1,2.3626758775208145e-4,1.1813379387604073e-4,NA,0.3333333432674408,NA
NA,1950,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1951,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1952,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1953,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1954,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1955,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1956,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1957,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1958,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1959,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1960,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1961,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1962,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1963,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1964,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1965,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1966,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1967,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1968,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1969,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1970,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1971,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1972,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1973,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1974,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1975,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1976,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1977,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1978,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1979,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1980,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1981,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1982,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1983,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1984,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1985,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1986,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1987,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1988,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1989,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Estonia,366,EST,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
